N,text,created_at,likes_count,username,user_loc
8987,"@RayyvanaTTV Objectively, once BIF made it through the senate before the reconciliation did, this was ultimately going to end with progressives either standing in the way of the tiny amount of good BIF and the gutted reconciliation bill would do or vote for them. Damned if they do/ don’t.",1462476058352103430,2021-11-21 17:40:38+00:00,4,WilliamTrotma19,"Florida, USA"
8988,@GOPLeader Build back better. To the coward who voted for the millionaire tax breaks. https://t.co/OA0Zo95ZFk,1462475999363227656,2021-11-21 17:40:24+00:00,0,Cheffsky44,
8989,"@rebeccawdell The $110B in new transportation infrastructure spending over 5 years is about a 30% increase over current annual levels. We used that new baseline when calculating the emissions benefits of some of the BBB procurement programs.

https://t.co/gbM7QMsEtD",1462475988214951944,2021-11-21 17:40:21+00:00,10,Jake_Higdon,"Washington, DC"
8990,"Proving how #culture is a powerful tool for #peace ✌️and #reconciliation, the #Bogota Philharmonic Orchestra @filarmonibogota has been preparing a choir integrated by former combatants’ children 👧🏻 🧒🏼🧑🏾‍🦱👩🏻‍🦱👦🏼👧🏿 #Peace agreement #Colombia 🇨🇴🕊 #music https://t.co/SGCjlYSBjy",1462475981814444032,2021-11-21 17:40:20+00:00,7,MonicaBeltranE,Ottawa 
8991,"🖋 Sign “Build Back Better* (*Terms, Conditions, and Exclusions May Apply)” and I’ll deliver a copy to your officials: https://t.co/sNlzucwHzc

📨 No. 1 is from Ren to @timkaine and @MarkWarner #VA05 #VApol https://t.co/e4G33nYdP5",1462475916316086272,2021-11-21 17:40:04+00:00,0,openletterbot,Text RESIST to 50409
8992,"Gillibrand says ""this is the only moment"" to pass paid family leave https://t.co/xe4es4lSMH",1462475897844477954,2021-11-21 17:40:00+00:00,99,CBSNews,"New York, NY"
8993,"@AubreyGilleran @Ejmiller25 Probably, but there need to be a number of pieces in order, like in any course of treatment.

1) Stop printing so much money (scrap the reconciliation bill).
2) Phase out COVID restrictions that create bottlenecks and lean on trade partners to do the same.
3) Let the Fed taper.",1462475867679072258,2021-11-21 17:39:52+00:00,0,RHPalmerston3,
8994,"@politvidchannel @cheryllausch Markets, job creation, shots in arms, infrastructure...BBB up next...",1462475861345583111,2021-11-21 17:39:51+00:00,30,pmarmstrong3,
8995,"@chancetherappa1 @mattyglesias I like the optimism, I'm just not sure how realistic that is. We saw it with the BBB bill - IRS enforcement &amp; rolling back some top 1% tax cuts can fund a decent spending bill that does lots of good things, but not a major permanent welfare state expansion.",1462475857071587333,2021-11-21 17:39:50+00:00,0,joegrav,"Washington, DC"
8996,"🌟 Children's brain is a work in progress. They can't control their emotions. 
You don't need to ""fix them,"" but support them.

🌟Great parenting is not about perfection. 
Children learn more from mistakes, forgiveness, and reconciliation.",1462475852365500416,2021-11-21 17:39:49+00:00,0,saba_yazdani,
8997,"NEOXCard is to give clients a shrewd crypto card that empowers inventive reconciliation of crypto resources with check cards and makes cryptographic money accessible to everybody all throughout the planet. 

#neox #neoxcard #nex #cryptocurrency #ico",1462475800146583557,2021-11-21 17:39:36+00:00,1,Kashif60508,Vehari Pakistan 
8998,"""Our assessment and the assessment by many economists out there is that there will be savings over 10 years,"" @PressSec said. 

""It will actually reduce the deficit,"" she said, pushing back on the @USCBO's and its perceived lack of experience. https://t.co/iF59U0Deaj",1462475788918349829,2021-11-21 17:39:34+00:00,0,FLMomNYGirl,"Florida, USA"
8999,@jbishappy11 @POTUS BBB when all materials are overpriced,1462475787433615362,2021-11-21 17:39:33+00:00,2,scribscribner,United States
9000,"@RepJimmyGomez Dems should drop the ""BBB"" moniker and call it the ""Reduce Insulin and Child Care Costs"" bill. Leave it at that.",1462475766566821893,2021-11-21 17:39:28+00:00,7,Red_Tanager,"Blue Arizona, USA"
9001,@herblecker i'm trying to imagine post- reconciliation when we aren't governed by leaders who think we are one large fossil fuel company,1462475715878653952,2021-11-21 17:39:16+00:00,1,KjellLiem,"Saltspring, Sailsh Sea"
9002,WATCH: A Florida representative was booed on the House Floor after calling Biden's spending bill 'Build Back Broke' https://t.co/vySlC5h8GU Fat fucking Hog should be SLAUGHTERED and fed to trump,1462475695955787780,2021-11-21 17:39:12+00:00,0,JWalend,
9003,"Meanwhile in Canada...

@JustinTrudeau's version of ""Reconciliation"".

#WetsuwetenStrong 
#wetsuwetenSolidarity https://t.co/bqe0rTgqQo",1462475615181828096,2021-11-21 17:38:52+00:00,0,Forsberg_fan,Up North
9004,"@SenWhitehouse 100% of your focus should be voting rights. GOP has gerrymandered and enacted 400 voter suppression laws in 45 states.
Work to reverse or shit this down, win the majority then do everything you want with BBB BIF AND CLIMATE.
Voting rights MUST BE FIRST.",1462475549520109580,2021-11-21 17:38:37+00:00,0,Paris2NYC,
9005,"@witherbeeds @UncvrngTheTruth It’s been going on for more than the past few weeks. They’ve been bashing Biden since he first proposed BBB. Personally I’m sick of @CNN giving Republican liars another platform. Isn’t FOX, OAN and Newsmax enough? #BoycottCNN",1462475529022586881,2021-11-21 17:38:32+00:00,3,AimeeDearmon,"Chicago, IL"
9006,"@EthanCoxMtl @amandajfollett @TheTyee The politburo in Ottawa must be proud. Without documented evidence of the wrongs visited upon Indigenous Peoples of Canada, there is no reconciliation. https://t.co/3Fat6sorPg",1462475484843982862,2021-11-21 17:38:21+00:00,1,VELOVERITAS, 🇨🇦
9007,@lisacollins1627 Most of those vehicles had to be borrowed for them to get there not to mention having transpo is a basic human right. #Biden's BBB is making that possible.,1462475474345418752,2021-11-21 17:38:19+00:00,1,MAGABlitz,Oakland
9008,"@vastleft Biden's BBB was surprisingly progressive to me &amp; accurately reflected taking Bernie &amp; progressives seriously. They're reciprocating as team players. But continuing to say more needs to be done, per @AOC's NYT interview: https://t.co/svc9kjjSl6",1462475467496194051,2021-11-21 17:38:17+00:00,0,PaulHRosenberg,"Highland Park, CA"
9009,"gods reconciliation for putting me through all this trauma was giving me perfect brows, lashes, and balls",1462475440153636865,2021-11-21 17:38:11+00:00,0,tony_morgue,
9010,@joncoopertweets The BBB.,1462475408155181060,2021-11-21 17:38:03+00:00,0,vivianethewitch,"Commerce City, CO"
9011,@KeithWh77606934 @GOPLeader Biden is doing a great job and bbb will add millions of good paying Union jobs https://t.co/lsgtHLB8dE,1462475398684549124,2021-11-21 17:38:01+00:00,1,CHevezi,"Stilwell,OK"
9012,"Madam @SenatorBaldwin, I am reaching out to you to seek your help and support in getting the GC backlog reduction provisions passed in the house version of BBB.  /1",1462475386294616065,2021-11-21 17:37:58+00:00,1,LegalImmigrantA,Mid West Region
9013,"All about the Build Back Better Act (H.R. 5376), the Visa Bulletin, and the Four-Tier Visa Approach.
#BuildBackBetter #BBB #DVProgram #DVLottery #diversityvisa #Visabulletin #immigrants #goodnews 

https://t.co/qkBoHL1XUe",1462475383291322370,2021-11-21 17:37:57+00:00,48,dvprogramnews,
9014,@Amy_Siskind The Klob fans coming out in coordinated response is interesting. What's she gotten done on BBB so far?,1462475352404541441,2021-11-21 17:37:50+00:00,3,WeatherDem,
9015,"Read thru the ways #BuildBackBetter will effect taxes &amp; I make too much for credits &amp; not enuf to be hit with taxes but if:

📌Medicare -&gt; hearing aids
📌Lower Rx 
📌Childcare cap at 7%
📌Free PreK
📌Better VA health
📌And much more!

I'm Good With It!
 https://t.co/CMY58KvGbU",1462475299929702408,2021-11-21 17:37:37+00:00,2,FlaWolffie,Central Florida
9016,@BirdzndaBeez Aww we're so happy you're part of our BBB family! 💙,1462475290446221321,2021-11-21 17:37:35+00:00,2,BedBathBeyond,
9017,@JoeBiden Really odd how only a very small portion of the BBB is for infrastructure.,1462475270959640582,2021-11-21 17:37:30+00:00,0,HajHenderson,
9018,"@MixedBytes @TrumpJew2 You mean infrastructure, finally? You mean BBB which will bring millions of jobs and help working class Americans? You mean voting rights (which is up next).  Like 4 administration’s worth of accomplishments in less than a year. 👍🏻👍🏻👍🏻",1462475268745043975,2021-11-21 17:37:30+00:00,3,CrashSheridan,
9019,"@MollyJongFast Dems should drop the ""BBB"" moniker anc call it the ""Reduce Insulin and Child Care Costs"" bill. Leave it at that.",1462475268484857858,2021-11-21 17:37:30+00:00,1,Red_Tanager,"Blue Arizona, USA"
9020,Manchin betrays colleagues who helped him with his latest Build Back Better demands https://t.co/4VcnV7dvwi,1462475214525276172,2021-11-21 17:37:17+00:00,0,nursiegal75,"Chicago, IL"
9021,"This is me, demanding that #NC06’s @RepKManning @KathyManningNC #PassTheHouseVersion, since the original agreement to pass both #BIF &amp; #BBB *together as 1 unit* was not upheld.

Voters will see the reneging of the deal as backstabbing. Does Rep. Manning want to keep her seat? 🤔 https://t.co/jBOiicABUt",1462475205331369990,2021-11-21 17:37:15+00:00,0,TheJoshHill3,A Blue County in a Red State
9022,"Deese argued that the bill, a crucial part of Biden's agenda, would cut Americans' bills, pointing to provisions included within it that would lower the cost of prescription medication, health care and housing.

https://t.co/bc0eDCCGLJ",1462475151614877706,2021-11-21 17:37:02+00:00,34,thehill,"Washington, DC"
9023,"https://t.co/H0czNjdACt 
How difficult would it be to cross reference #RCAP #TRC &amp; #MMIW reports w/ Supreme Court rulings for an immediate path for real action on #FirstNations #Reconciliation ?

We've witnessed historic expenditures by Fed/Prov gov for #Covid why not for Justice",1462475148464832516,2021-11-21 17:37:01+00:00,23,1Bob_Chamberlin,North Vancouver
9024,"""Our assessment and the assessment by many economists out there is that there will be savings over 10 years,"" @PressSec said. 

""It will actually reduce the deficit,"" she said, pushing back on the @USCBO's and its perceived lack of experience.

https://t.co/qp19QjPzYP",1462475142785900550,2021-11-21 17:37:00+00:00,6,dcexaminer,"Washington, DC"
9025,"@wics_abc20 Except for his exercising the traditional pardoning of Thanksgiving turkeys, all of president Biden’s executive orders and policy proposals have been harmful to America. His build back better is pure socialism.",1462475133742944256,2021-11-21 17:36:58+00:00,0,JWL92832334,
9026,"@RepValDemings Take the time, think about &amp; sort out the reason why JOBS are up, Unemployment is down &amp; Retail sales are up. You'll find it's due to Consumer Spending, due to a Consumer Tax Cut to Families w/Children. Observe, Not a Single Shovel has gone into the Ground &amp; #BBB Has Yet To Pass. https://t.co/T39R4VR4dG",1462475079787368450,2021-11-21 17:36:45+00:00,0,Jamesabides1,
9027,"House advances $1.7T Build Back Better bill, climate-smart ag funding - AG Week https://t.co/oiitzM0oMS",1462475070912217104,2021-11-21 17:36:43+00:00,0,helloargus,
9028,@logicsworld718 @nxtgen8k @PostUp_bbb @theRealJayDub2 @BroadBandBullie That might be Andrew SpiderMan trying to catch her since he couldn’t catch his Mary J in his universe . For all I know lol,1462475016319102977,2021-11-21 17:36:30+00:00,1,Ceaser462,SpaceStation Orbiting Earth 
9029,"I understand the pressure for getting BBB passed as soon as possible. But without voting rights legislation passed to undo the gerrymandering and voter suppression laws happening now, Democrats won’t stand a chance in 2022. Voting Rights needs to be THE priority right now.",1462474969821155328,2021-11-21 17:36:18+00:00,0,jfortin362,
9030,WATCH: A Florida representative was booed on the House Floor after calling Biden's spending bill 'Build Back Broke' #SmartNews who at votes for trash like ⁦@KatCammack⁩  https://t.co/VvELDIfRpK,1462474939773161479,2021-11-21 17:36:11+00:00,0,HOWS00NISN0W,Earth
9031,"@HopesMom12 Debt limits
Voting rights
BBB",1462474938724466689,2021-11-21 17:36:11+00:00,1,RRalstonAgile,"Washington, USA"
9032,"@TheDemocrats @HouseDemocrats just PASSED BBB b/c they're DEATHLY in FEAR of Pelosi! They know it's wrong! That's what kind of COWARDS we have in Democrat Legislature!
@AOC @IlhanMN @AyannaPressley
@ @Women4Biden @billmaher @CoriBush #VoteThemAllOut @GOP @GOPSenate @SFYD @WSJ",1462474911616618500,2021-11-21 17:36:05+00:00,0,toniludwig,"Saratoga, CA"
9033,@bbb_bak white sometimes related to things like wedding/marriage.. maybe related to her ex husband?,1462474904389967884,2021-11-21 17:36:03+00:00,2,mellified_peach,
9034,"Bitcoin #City vs Build Back Better

@nayibbukele @POTUS https://t.co/oRkcmvbWcm",1462474886320992257,2021-11-21 17:35:59+00:00,87,Nakadai_mon,日本
9035,@hana___anah I don't exactly know. But I think the best thing we can do is work on making the economy better for people.If we can get BBB passed--which is going to enormously help young families all over the country--this along with Biden's infrastructure bill should help the average person.,1462474878930481152,2021-11-21 17:35:57+00:00,17,ButlandFreeman,Southern California
9036,".
.
if he advocates
.
Affirmative Action
.
he can start
.
establishing BEACHHEAD
.
in East OKLAHOMA🏕
.
.
.
turn End
Of Trail
Of Tears
Into R🌈🕯NB💵W
.
.
SCOTUS set stage;
now u set menu
&amp;
let BBB help
F👅ND 🕯T ⁉️

. https://t.co/HEaYiukMgI",1462474854892929025,2021-11-21 17:35:51+00:00,0,lispiesqhotmail,S🌊RF C🕯TY
9037,This is what reconciliation looks like with @JustinTrudeau in charge. The Liberals aren't left.. just slightly less right. https://t.co/l5XvvFV978,1462474816556974083,2021-11-21 17:35:42+00:00,1,TurtleSoupKing,My Location Services Are Off
9038,"@ThomasBeyer @TomZychowski @faisal_moola @thenarwhalca @photobracken The Reconciliation Manifesto by Arthur Manuel and Grand Chief Ronald Derrickson would suggest you’re incorrect on a number of fronts.  You may find it enlightening.

Also, implying that colonial elections are superior is a statement based in white supremacy, a racist paradigm.",1462474776283271172,2021-11-21 17:35:32+00:00,0,GrangerousI,"Winnipeg, Manitoba"
9039,@POTUS Build the lower class up.. the middle class out so that there's only lower and upper class left.... Build back better? https://t.co/6HCzQwRWFw,1462474760798064641,2021-11-21 17:35:29+00:00,0,DainBramaged9,planet terra 616
9040,@RepJasonCrow Nobody buys the build back better or the FREE cost of such a joke. How much infrastructure besides Chinas Solar Panels? If everything provided in the bill was American made only and not imported it would be different.,1462474758126252033,2021-11-21 17:35:28+00:00,0,precision_all,6711 East Marshville Blvd.
